comicID;characterID
38760;1009262
46684;1009663
43504;1009279
43473;1009165
47001;1009165
45945;1009214
46476;1009610
46201;1009368
43537;1009165
43336;1009220
40554;1009588
45820;1009536
46829;1009220
46040;1009268
45989;1010338
46041;1009268
46027;1010809
46474;1009610
40496;1009262
45968;1009740
46761;1011101
46633;1009512
46402;1011227
43536;1009165
46848;1009610
41886;1009165
46434;1009189
47136;1009268
46094;1009299
45859;1009165
46422;1011426
46653;1009257
40700;1010802
46760;1011101
46683;1009663
46199;1009368
38763;1009262
46472;1009610
41137;1016181
45884;1009165
43472;1009726
43535;1009165
43517;1009175
46385;1009165
40548;1009588
46469;1009708
46801;1011291
42755;1010809
46458;1009592
46026;1009239
41114;1009220
42693;1009313
46038;1009268
43337;1009209
46629;1009512
43533;1009165
45819;1009536
46824;1010698
43501;1009175
45988;1010338
46794;1009153
46025;1009239
46847;1009610
43471;1009508
45966;1009220
40507;1009262
46544;1010935
43516;1009184
46394;1009578
46682;1009663
41882;1009165
46462;1009181
46296;1009165
46421;1011426
46502;1009664
40701;1010802
46799;1009175
46337;1010758
46196;1009368
38761;1009262
43512;1009175
43470;1009726
41138;1009372
46681;1009663
41115;1009220
40559;1009588
45564;1009663
45686;1009399
47218;1011426
42678;1010338
40702;1009175
45371;1009664
44769;1009214
40502;1009262
43498;1009187
42782;1010809
40761;1009220
44797;1009740
65267;1009184
61121;1009214
65264;1011227
65287;1009365
65278;1009282
60630;1009282
65304;1009191
65302;1016181
65317;1009243
65284;1009338
59887;1009165
65263;1009159
65360;1009165
65127;1010801
65064;1011020
55659;1009592
65128;1009187
62102;1009417
65097;1009385
65111;1010787
62180;1009378
65082;1009310
65088;1009452
65138;1009156
56273;1010701
62133;1009262
65115;1009204
62093;1009208
60493;1009156
65381;1009165
65099;1009590
65083;1009215
65080;1009368
65060;1009197
49112;1009229
65119;1011227
62141;1009282
65117;1009243
65059;1009187
61709;1009652
61362;1009708
65073;1011285
65076;1011299
65136;1009359
65062;1010370
60517;1011001
60723;1009356
65094;1009365
61130;1009466
65102;1009268
62149;1010735
65121;1009268
65134;1010803
62164;1009281
65380;1009165
65070;1009282
65053;1011220
65137;1009243
61287;1010808
65114;1009508
65075;1011299
65120;1009171
64963;1009610
65086;1017576
65084;1009187
65057;1011197
65090;1009610
65126;1009215
65113;1009277
61455;1009165
62110;1009165
65078;1011227
65068;1009262
65109;1009471
65096;1017583
65067;1009268
65379;1009165
65087;1009452
65093;1009365
41880;1009165
45421;1010935
44761;1009165
45042;1009368
45159;1009165
47159;1009208
41241;1009718
40785;1009239
44927;1009299
41173;1011426
45037;1009304
38758;1009262
43468;1009726
44580;1009175
42770;1010809
45681;1009262
45442;1010913
43528;1009165
44870;1009268
40128;1009610
42688;1009313
43495;1009189
44455;1009399
43338;1009209
40746;1009165
40707;1009223
44206;1009664
43467;1009508
40120;1009165
43722;1009220
43320;1009227
42672;1010338
40762;1009220
43803;1009268
40504;1009262
40808;1009536
40407;1009165
42764;1010809
43911;1009351
43801;1009268
40557;1009588
40786;1010699
41243;1010701
43952;1009368
40446;1009268
41884;1009165
40127;1009389
40769;1009189
43284;1009175
40733;1009165
43462;1009310
43831;1009299
40627;1009227
44451;1009399
47160;1009276
43800;1009268
43944;1009144
40856;1009262
40256;1011376
38762;1009262
43797;1009268
40734;1009165
41168;1009227
40402;1009165
40439;1009268
40118;1009276
42673;1010338
40850;1009546
43285;1009175
46915;1010325
43488;1009211
40119;1009610
40403;1009165
40575;1009351
41244;1010701
40214;1009268
41205;1009299
40766;1010803
42690;1009313
42494;1009368
40558;1009407
46383;1009165
44528;1016825
40390;1009220
40711;1010802
40629;1009227
40787;1010699
42786;1010809
40735;1009165
40510;1009262
45715;1010935
40763;1009220
41167;1009227
44527;1009165
43339;1009164
42493;1009198
40855;1009243
40391;1009220
41242;1009718
40408;1009165
40712;1009189
40087;1009175
40198;1009268
42337;1009718
40438;1009268
43321;1009227
40263;1009320
38759;1009262
40122;1009545
41278;1009165
41208;1009299
40588;1009351
40860;1009243
40125;1009220
40215;1009198
40703;1010802
40086;1009175
42675;1010338
40768;1009189
42687;1009313
40767;1009189
40261;1009376
40400;1009165
40497;1009262
40759;1009220
40778;1010699
40631;1009663
40844;1009546
41508;1009282
40736;1009262
41881;1009165
40591;1009351
40549;1009407
41164;1011426
40392;1009220
40084;1009175
40449;1009268
41279;1009257
40875;1009243
40760;1009220
40774;1010699
40219;1011317
40199;1009268
40262;1009376
42785;1010809
40124;1009329
39896;1009220
40633;1009663
42694;1009313
42763;1009267
40442;1009175
41198;1009299
40085;1009175
42676;1010338
40556;1009407
42685;1009220
40228;1009198
40801;1009726
41246;1011398
40764;1009189
40129;1009329
40149;1009243
40851;1009546
43197;1009554
41554;1009268
37360;1009718
40634;1009663
41502;1009351
42677;1010338
40126;1011258
40862;1009243
41551;1009268
40499;1009262
41883;1009165
40817;1009407
37328;1011270
41247;1009718
40741;1009220
40594;1009351
42686;1009313
40854;1009546
41169;1011426
40396;1009220
42614;1009610
41552;1009268
40637;1009663
41277;1009610
41553;1009268
40864;1009243
40218;1011317
42339;1009718
42768;1009338
40500;1009262
40258;1009165
40758;1009220
41248;1009554
40811;1010917
40579;1009351
40770;1009220
41202;1009539
40121;1011258
40704;1009175
40201;1009268
40445;1009209
40089;1009175
40395;1009220
40780;1010371
40802;1011386
40264;1009165
40184;1009337
40865;1009243
40495;1009262
40216;1011317
42671;1010338
39767;1009185
40776;1010699
40088;1009175
40447;1009199
42489;1009262
40397;1009220
42577;1009610
37325;1009299
41171;1011426
40739;1009338
41355;1009165
40180;1009337
43201;1009554
40112;1009244
40202;1009268
38384;1016181
40220;1009368
40394;1009220
41139;1009610
41199;1009539
41471;1009284
42613;1009610
38578;1009175
40867;1009243
40138;1011258
42578;1009610
42612;1009610
37416;1011112
40771;1010371
42635;1009562
40551;1009223
41691;1009220
40181;1009596
40505;1009262
40709;1009165
40254;1009165
40740;1011428
42732;1009175
42584;1009562
40217;1011317
41189;1009243
40803;1010370
41249;1009718
40723;1009282
43221;1009165
41170;1011426
40406;1009165
38392;1009220
40868;1009243
40443;1009159
41474;1009284
43093;1009619
40196;1009268
42579;1009610
41356;1009165
40531;1009220
40585;1009351
40113;1009165
40847;1009165
39476;1009262
42621;1009165
40152;1009257
40182;1009596
40553;1009223
40253;1009165
38383;1016181
43094;1009489
41190;1009165
40775;1011367
41036;1009592
40720;1009407
41661;1009489
41203;1009539
40859;1009243
38692;1009338
40586;1009351
40843;1009165
41250;1009718
37415;1011112
40805;1009718
40552;1011385
38580;1009175
40115;1009165
41470;1009284
40206;1009268
40155;1010791
40509;1009262
40222;1009368
40250;1009165
42491;1009220
40188;1011100
40718;1009407
42760;1009165
41193;1009165
40410;1009664
41472;1009284
61612;1009378
65069;1009214
65123;1009268
65112;1009697
65085;1009577
61092;1010373
60689;1009281
65116;1009508
61106;1009382
61032;1017577
60554;1009165
65071;1009190
65072;1009233
62212;1010747
62222;1009185
65110;1010787
65104;1009191
65101;1009268
65063;1009262
65118;1009165
65098;1009398
60446;1009146
65378;1009165
65504;1009158
60224;1009351
65061;1009220
65081;1009367
65747;1011288
65092;1010836
65074;1011299
65058;1009184
65077;1010756
65091;1009372
65056;1009165
65124;1009381
65079;1009184
65429;1009165
65122;1009220
60750;1009338
65100;1011265
65441;1009187
65818;1009184
65055;1009153
65359;1009165
60221;1010338
62256;1017583
60842;1009515
64973;1011197
64971;1009356
49111;1009515
64968;1009187
64967;1009262
61733;1009219
64958;1009508
60692;1009146
61708;1009652
64960;1009664
64969;1011197
64972;1010370
64966;1009214
60516;1011001
60722;1009262
64965;1011299
64959;1009277
62795;1011227
64964;1009310
55671;1009592
58678;1009165
60167;1009282
65358;1009165
64907;1009233
64942;1009610
64919;1011428
64943;1009268
64903;1009268
64954;1010787
64925;1009215
64913;1009368
60976;1009282
64908;1011299
64886;1009197
64885;1009187
64952;1011060
62153;1011299
64931;1011389
61524;1009214
64930;1009187
39688;1009610
38393;1009220
40566;1011385
40203;1009268
38583;1009175
40737;1011428
41220;1009351
40841;1009546
41253;1009718
41354;1009165
41340;1009165
42400;1009407
40857;1009243
40251;1009165
39761;1011023
41264;1010964
40116;1009189
36510;1009262
38399;1016181
41578;1009165
40189;1011100
41546;1011298
40641;1009663
40223;1009368
41219;1009165
42558;1009165
43020;1009663
41187;1009165
40534;1009220
41251;1009718
40806;1009726
40738;1009189
38696;1009338
40160;1009243
40842;1009726
41178;1009165
40706;1009165
41200;1009356
34032;1009165
42492;1009165
40824;1009664
36513;1009262
39759;1011023
40448;1009223
40858;1009243
40190;1011100
41191;1009165
40569;1009351
40225;1009368
39941;1009262
40109;1009189
42538;1009165
40405;1009165
40724;1011336
39606;1009282
40772;1010360
40643;1009663
38585;1009175
42520;1009165
42536;1009165
40481;1011109
41254;1009718
41140;1009165
40476;1009299
42531;1009165
41165;1011426
39253;1009262
42528;1009165
38816;1010740
40354;1009165
41357;1009165
38387;1009220
42522;1009165
42181;1009664
40567;1010719
40197;1009268
40163;1009243
40708;1009189
35241;1009187
42619;1009471
40114;1009165
40653;1009663
41939;1011360
42433;1009220
42539;1009165
41547;1009718
42331;1009351
41270;1009726
40252;1009165
38577;1009175
40784;1010360
40638;1009351
41703;1009466
40716;1011336
38398;1016181
41188;1009165
42861;1009262
35243;1009165
39257;1009220
36561;1009610
40522;1011001
40809;1009313
38685;1011005
35167;1009165
38218;1009664
41201;1009281
42844;1009697
34038;1009220
41541;1009268
42332;1009165
40849;1009313
36515;1009262
40221;1009368
39959;1009368
40725;1011336
41259;1009554
39769;1009165
40191;1011100
40110;1009165
40207;1009268
40783;1010360
36622;1011428
40156;1009243
42606;1016825
40471;1009299
40578;1009722
29008;1011188
41358;1009165
40565;1010719
40457;1010917
40570;1009351
39385;1009257
40352;1009165
38389;1009220
41175;1011426
35232;1009165
40526;1011001
38581;1009175
40845;1009718
41258;1009718
41274;1009724
41221;1009664
34271;1009165
41143;1009585
39758;1009282
41548;1011298
40645;1011360
40137;1009276
40162;1009243
38402;1016181
37342;1009663
40458;1011109
42663;1011360
40105;1009276
34026;1009220
39320;1009726
37414;1011112
35242;1009165
38686;1011131
35234;1009165
41204;1009281
39734;1009417
40452;1009223
40417;1009165
40208;1009268
40870;1009243
38403;1016181
40838;1009546
40728;1011336
38207;1009664
38797;1009299
40539;1009211
42800;1009165
40249;1009165
38579;1009175
36565;1009610
42662;1011360
41540;1009268
39950;1009629
33798;1010732
39260;1009338
35233;1009165
40226;1009368
40177;1009413
40459;1010971
38822;1009189
36511;1009262
42170;1009663
40779;1010360
40157;1009243
42587;1009351
35133;1009165
42317;1009175
40873;1009243
38055;1010719
41549;1009718
42171;1009663
40726;1011336
36743;1009662
41166;1011426
40523;1011001
40291;1009187
41348;1009268
33287;1009351
40356;1009220
38390;1009220
40209;1011119
38575;1009508
35462;1009515
40161;1009243
40639;1009318
40178;1009368
37417;1011112
40255;1009165
41141;1009669
38821;1010740
40136;1009372
39770;1009165
40649;1011360
40455;1009223
39763;1011023
41222;1009664
38795;1009299
39352;1009539
40418;1009165
40379;1009220
39321;1009726
38214;1009664
40524;1011001
38695;1010935
40853;1009295
36512;1009185
39952;1009252
39924;1009338
38598;1009663
33867;1010732
40782;1010360
39256;1009610
40453;1009223
35229;1009165
41538;1009268
31258;1010701
35144;1009189
34027;1009220
40139;1009372
36620;1011428
41209;1011023
38401;1016181
40158;1009243
40717;1011336
40224;1009368
39735;1009209
36740;1009351
40210;1009268
41172;1011197
40482;1011109
38576;1009718
42161;1011426
40353;1009220
40185;1009413
37681;1010719
33285;1009351
41349;1009268
41576;1010925
35239;1009165
41257;1009718
40393;1009471
35491;1009185
41149;1009313
40289;1009187
38391;1009220
39762;1009282
41223;1009664
41550;1009718
40577;1009381
39771;1009165
40647;1011360
40869;1009243
41145;1010682
39948;1009165
41162;1009724
39689;1009610
36486;1009165
40781;1009215
41706;1009726
37174;1009165
40164;1009243
38564;1010370
39322;1009257
40285;1009187
38380;1009220
38691;1010935
36832;1010966
35786;1009220
40419;1009165
38991;1009281
29790;1009702
38084;1009257
38212;1009664
35128;1009189
41207;1009281
40159;1010813
36566;1009417
40211;1009268
39979;1009220
31148;1009165
38591;1009663
40642;1011360
35466;1009288
41210;1011023
40186;1011100
38381;1009220
31256;1010701
40721;1011336
31549;1009368
40587;1009722
40454;1009159
38099;1010360
38796;1009299
41452;1009268
40621;1009389
41179;1009367
35227;1009165
36472;1011001
36624;1009581
38397;1016181
36514;1009262
35499;1011265
41539;1009268
37682;1009407
30237;1009175
40358;1011416
38142;1009262
36741;1009220
36833;1010963
40355;1009165
35250;1009165
36488;1009165
39925;1009318
37948;1009187
39772;1009165
41350;1009220
41494;1009220
39736;1009417
41142;1010682
40205;1009220
34022;1009220
39958;1010791
36462;1009722
38588;1009220
35507;1011258
40648;1011360
39757;1011023
37945;1011100
40874;1009243
41707;1011024
40142;1009268
35297;1009159
41224;1009664
39258;1011360
38102;1009313
38839;1009718
36517;1009262
41197;1009299
40154;1009257
38096;1010360
36265;1009535
38689;1011131
41109;1009407
29764;1009288
38857;1009318
36570;1009534
35130;1009189
39980;1010338
38566;1010370
38943;1011131
35791;1009189
39318;1009257
36475;1011001
37399;1009299
32684;1009417
31546;1009368
40416;1009165
38584;1009362
36830;1011109
29176;1009159
38385;1009220
36623;1011428
38074;1009268
35511;1011258
37946;1011100
38589;1009663
40655;1009220
35225;1009165
39696;1010852
41542;1009268
36485;1009320
41787;1009220
36738;1009187
41106;1009351
39955;1010802
32682;1009215
38082;1009243
30236;1009175
38978;1009368
31254;1011036
36463;1009722
38097;1009220
38079;1009197
41937;1009257
36466;1011233
41163;1009220
41093;1009220
36788;1009187
42118;1009220
35296;1009159
39737;1009220
37683;1009407
41094;1009220
38400;1014994
41351;1009220
41102;1009407
42260;1009220
35461;1009288
42117;1009189
35246;1011367
38100;1009313
41092;1009220
42180;1009351
39259;1009220
41121;1011233
32680;1011490
41831;1010898
36460;1011027
42178;1009187
36489;1009165
41448;1011385
35509;1009165
41225;1009480
34025;1009220
40166;1009243
38080;1011385
39694;1010852
40646;1010805
41450;1009243
40357;1011416
39956;1010898
38081;1009243
38938;1009220
41161;1009165
39319;1009175
36567;1009592
36400;1009535
38607;1009299
35140;1009220
40422;1009165
35523;1009708
38986;1009241
36516;1009262
38687;1011131
36476;1011001
41128;1009588
38587;1009663
39981;1009180
39713;1009157
35793;1009211
41846;1016181
65357;1009144
61091;1010860
60449;1011420
61031;1017577
61105;1009175
64791;1009165
64792;1009262
64824;1009220
64804;1009190
64835;1009208
64798;1009214
64794;1009262
60515;1011001
61670;1010744
64834;1009554
64820;1009191
64815;1009184
64790;1009144
61298;1011353
64823;1009189
64814;1009167
64818;1009367
64956;1009165
64829;1009180
64821;1010749
61541;1010351
61361;1009708
64785;1009610
64833;1009697
65356;1009165
49110;1009515
64770;1009367
47655;1009165
64768;1009282
64761;1010677
64686;1009187
64688;1009187
64698;1009153
64884;1009184
64695;1009262
61523;1011299
58472;1009577
64681;1009165
64727;1009365
64734;1009191
64762;1009243
64749;1009191
61078;1017577
64948;1009158
60749;1009338
64713;1011076
64732;1009184
60469;1009664
61286;1010808
64687;1009187
64883;1009159
64689;1009187
61611;1009378
64750;1010787
64757;1009227
64748;1009281
64396;1009610
64417;1011227
60934;1009187
64563;1009367
61707;1009652
64769;1009262
61018;1017576
64608;1011197
62202;1009338
64558;1010782
60482;1010354
61434;1010338
60721;1017583
64604;1009269
62262;1009351
61558;1010324
60486;1011060
64383;1009220
52560;1009268
64603;1010743
64559;1009268
64520;1010366
38586;1009718
38484;1009367
38493;1011227
29774;1009343
41845;1011025
36949;1009220
41955;1011360
38028;1009189
36555;1009407
41531;1011119
39953;1009220
38944;1011131
40359;1009471
38446;1010823
36469;1009368
38990;1009407
29204;1009165
37944;1011100
37942;1009153
31544;1009368
39608;1011081
38073;1009189
38101;1009337
35470;1009288
31361;1011326
38608;1009299
38568;1010370
40765;1009726
35247;1009165
31252;1010701
36783;1009187
36831;1011102
36747;1009220
36474;1011001
35527;1009708
29737;1009220
38848;1009318
41447;1009718
38853;1009699
41129;1009165
38396;1016181
36153;1009159
37052;1009189
38095;1009268
40068;1009257
38141;1009299
41083;1009220
38971;1009257
38098;1009170
41146;1009367
34024;1009220
41118;1009257
33218;1010781
36464;1009722
40360;1011416
38083;1009257
41101;1009159
37675;1009299
36572;1010352
38103;1009313
36467;1009718
38209;1009312
34840;1009175
39700;1009282
41841;1009220
36117;1009220
29773;1010773
38690;1010935
35522;1011258
41286;1009281
41300;1009312
38592;1009692
32225;1011119
41770;1009220
41839;1009268
38487;1009577
37346;1009220
41760;1010325
36557;1009407
38395;1016181
39752;1010677
40662;1009187
38609;1009281
41836;1009281
41840;1009257
41822;1009243
39468;1015239
41759;1009165
39329;1009508
29798;1009538
41284;1009180
38948;1011023
41838;1009159
41301;1009312
36498;1011385
39982;1009180
36484;1009148
39755;1009459
41312;1009257
38388;1009220
36638;1011428
41156;1009262
41805;1009452
41304;1009726
41313;1009257
38496;1011227
38118;1009220
37053;1009351
41315;1009351
41299;1011420
36327;1009243
38444;1010823
37170;1011081
39712;1010906
41310;1009220
38983;1009241
40064;1009257
38860;1009299
29203;1009165
35275;1010738
41307;1009299
40430;1011109
31542;1011420
40795;1009407
36834;1011006
36726;1009185
41726;1011109
41314;1009351
36955;1009165
41806;1009452
41762;1011288
36509;1009262
41297;1009368
39002;1011207
38951;1011131
41311;1009220
38394;1016181
41817;1011258
36430;1009313
36473;1009220
29736;1009220
35257;1009165
37097;1010689
36560;1009280
39751;1010677
29772;1009343
41319;1011258
36506;1009262
38567;1010370
41802;1009262
41318;1011258
38854;1009515
36461;1009299
38946;1009718
39740;1009596
33836;1010732
37193;1009288
39753;1009165
34029;1009452
33217;1010781
36471;1011001
38373;1009471
37048;1009351
38085;1009227
36444;1009281
20919;1009282
37168;1009165
36267;1009535
31610;1009480
37333;1009220
39887;1009343
38950;1011131
32223;1009268
35300;1009159
39738;1009490
38109;1009351
31146;1009165
35532;1010338
35160;1009175
39968;1009407
29797;1009368
38488;1009577
38949;1009282
40971;1009664
38211;1009312
38441;1009153
35788;1009220
39328;1009718
35706;1009268
40244;1011288
38693;1010913
38448;1010823
36503;1011385
36470;1009368
36477;1011001
36242;1009718
36568;1009610
35294;1009726
35106;1009223
36446;1009281
31608;1009664
37397;1009281
31541;1009368
36724;1009185
36479;1009148
36507;1009220
40067;1009257
41491;1009366
41493;1009366
41056;1009407
36322;1009536
37050;1009351
36639;1009243
38967;1009268
29202;1009165
38494;1009376
39964;1010913
36950;1009220
38116;1009220
40034;1010913
35274;1009717
37171;1011081
41492;1009366
38386;1009220
35639;1010360
38490;1009257
39715;1009389
38863;1011356
40876;1009538
40033;1011007
38984;1009212
40665;1009257
36787;1009187
29735;1009220
39683;1009257
40970;1009165
36908;1009548
38982;1009241
39963;1011007
38924;1009351
39820;1010370
35702;1009268
35528;1010338
36504;1009243
34030;1009452
39962;1009610
37051;1009351
36465;1009313
41821;1011766
29317;1009262
41404;1009257
37191;1010759
35635;1010360
36468;1009368
35272;1010765
38945;1009718
39331;1009538
36480;1009148
31606;1009664
34620;1009535
38855;1009515
29318;1009262
30825;1009189
36494;1009471
39530;1009159
34711;1009718
38319;1011297
40102;1009268
36909;1009351
41433;1009148
33986;1009610
41391;1009663
36425;1009313
28913;1009299
36571;1009282
29330;1009220
38942;1009282
39388;1009257
37344;1009189
37591;1010683
35789;1009220
39965;1009167
39531;1009159
38593;1009663
41434;1009220
36346;1009268
35513;1010325
40024;1011297
40065;1009257
38216;1009312
32578;1009268
38492;1009257
37401;1009184
31021;1009165
38966;1009165
40174;1009262
38901;1009726
38968;1009268
36640;1011428
33136;1009268
36508;1009262
39428;1009262
38495;1011339
38117;1009718
31604;1009664
36481;1009148
36070;1009165
39969;1009610
41293;1010738
36447;1009726
29770;1009343
36882;1009215
37046;1009338
35290;1009717
30837;1011001
29201;1009165
38182;1009165
39626;1009262
40014;1010738
31808;1011313
38862;1011356
38545;1011081
39396;1009220
36951;1009220
39629;1009262
36330;1009153
33156;1009220
29796;1009367
38977;1009435
39749;1009220
36578;1009351
39966;1009220
29441;1009220
41567;1009165
31538;1009368
37592;1009219
33148;1009220
39900;1009318
38501;1015239
39339;1009220
39684;1009281
35503;1010325
35256;1009165
41260;1009312
35472;1009515
36595;1009268
38569;1010370
38382;1009220
40015;1011001
30991;1010784
39987;1009257
39336;1009220
39685;1009281
36737;1009144
38299;1009726
38450;1009610
30056;1011001
29333;1009165
38491;1009257
40098;1014994
39473;1009542
39818;1010370
41378;1009220
40031;1014994
32162;1009718
39362;1009262
40076;1009220
39543;1009165
40025;1010325
40011;1011336
36067;1009664
30227;1011001
39986;1009257
29734;1009220
37590;1009187
38439;1009282
39338;1009220
35703;1009268
36785;1009187
38882;1009165
33212;1010781
37192;1009288
41071;1011354
36725;1009185
38947;1009718
36575;1009220
41461;1009220
38449;1010821
34598;1009535
38927;1009165
39407;1009195
30258;1009313
34031;1009452
36445;1009310
32778;1009664
38985;1009417
40017;1009310
37410;1009157
39429;1009610
38087;1009276
40023;1009351
41070;1009413
41360;1009610
37096;1010689
41287;1009220
41148;1012295
38922;1009165
37697;1010759
38939;1015280
39337;1009220
38902;1009310
38042;1009165
40020;1009452
39409;1009195
38026;1009220
39815;1009417
39003;1009724
35646;1010360
36320;1009243
37047;1009351
59384;1009268
30612;1009167
38481;1009257
39686;1009165
39729;1011428
39727;1009299
34981;1009220
29395;1009220
37043;1009262
34980;1009220
38979;1009189
36311;1009165
38110;1009220
37402;1009299
39487;1009262
31144;1009165
39298;1009220
39537;1009148
32171;1009277
34702;1009175
36948;1009268
36073;1010354
38959;1009185
29436;1009268
38119;1009718
35712;1009268
41098;1009452
35769;1009189
38405;1009171
36432;1009313
30823;1009165
41375;1009165
38960;1010747
36729;1009165
30226;1009718
41022;1011420
36046;1009351
35654;1009252
38215;1009312
36500;1011336
29795;1009148
36350;1015239
41021;1009663
37583;1009465
37343;1009480
39602;1009299
41023;1009664
39723;1009268
40363;1014994
38404;1009171
36784;1009187
29497;1009664
38907;1009722
39726;1009220
36269;1009227
33102;1009610
36084;1010791
37581;1009214
36569;1009610
39725;1009312
38498;1009493
29200;1009165
36863;1009310
36952;1009220
38482;1009153
38244;1009220
38445;1011030
38903;1009159
39350;1009381
36326;1009153
28006;1009220
39502;1009268
39819;1010370
38065;1009299
36641;1011428
37042;1009351
41006;1009662
36448;1009159
32242;1009268
28005;1009220
36482;1011490
37049;1009351
31536;1011420
35276;1009580
40881;1009372
36044;1011227
38643;1009180
33948;1010781
35261;1009165
38969;1009268
36645;1009180
37580;1009220
36424;1009313
